Generation,Score Fitness,Min Fitness,Max Fitness,Mean Fitness
25,"[0.002878441999631459, 0.002878441999631459, 0.0023998529726244394, 0.0020577222952448166, 0.0023998529726244394, 0.002878441999631459, 0.002617450379583558, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002215657917287107, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002215657917287107, 0.002878441999631459, 0.0023998529726244394, 0.002878441999631459, 0.002878441999631459, 0.0023998529726244394, 0.002878441999631459, 0.0020577222952448166, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0020577222952448166,0.002878441999631459,0.0027983093684108102
26,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.0019208043076850772, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.00239985297262444, 0.002878441999631459, 0.002215657917287107, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0019208043076850772, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.00239985297262444, 0.002878441999631459, 0.002878441999631459, 0.0023998529726244394, 0.0026174503795835576, 0.00239985297262444, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0019208043076850772,0.002878441999631459,0.002820468262886412
27,"[0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.00239985297262444, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002215657917287107, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.0020577222952448166, 0.0018009702454175984, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.0028784419996314586, 0.002878441999631459, 0.002878441999631459, 0.0020577222952448166, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.00239985297262444, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0018009702454175984,0.002878441999631459,0.0028167838532346503
28,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.00239985297262444, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0018009702454175984, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0018009702454175984,0.002878441999631459,0.0028498318108168548
29,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0020577222952448166, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0020577222952448166,0.002878441999631459,0.002865014970186634
30,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002215657917287107, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002215657917287107,0.002878441999631459,0.002871814158808015
31,"[0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.00239985297262444, 0.0020577222952448166, 0.002878441999631459, 0.0026174503795835576, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0020577222952448166,0.002878441999631459,0.0028471794989141687
32,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.001800970245417598, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0023998529726244394, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459]",0.001800970245417598,0.002878441999631459,0.0028602714756187707
33,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0028784419996314586, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.002875832083430979
34,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0023998529726244394, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0023998529726244394, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0023998529726244394,0.002878441999631459,0.00286365038669036
35,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.0028680023348295423
36,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.0028680023348295423
37,"[0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.0028732221672305
